Date,Job_Title,Rating,Current/Former,View_URL,Summary,Location,Recommend,CEO Approval,Business Outlook,Pros,Cons
6-Jun-11,,3.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW968934.htm,Gap Between Old Timers and New,"in Temecula, CA",Recommend,CEO Approval,Business Outlook,I loved being part of an organization that did so much good to help the community. There is a wealth of knowledge and energy there - if you can find it!,"Old boy's network rules,
Old employees hoard tribal knowledge like gold and treat new people (after 3 years, I was still new) like dirt.
New aquisitions and foreign locations receive preferential treatment - up to and including additional days off, better retirement and bonus plans (I didn't even have a bonus plan!), and allowing them to believe that a merger had occurred and not that they had been acquired!
Some senior management still in place from when it was a Mom & Pop operation and many need to be retired or demoted."
24-Oct-08, Manager,1.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW106105.htm,Arrogant French management prevents AEC from reaching its full sales potential within the U.S.,"in Grand Prairie, TX",Recommend,CEO Approval,Business Outlook,Building helicopters is an interesting industry.  The company is small enough to allow access to all parts of the operation for those who are interested.,"The biggest downside is the French management and their caste system mentality.  If you are not a French ex pat, you can forget a senior level career with this company.  Pay and benefits for equivalent title and responsibility jobs are dramatically greater for French employees than for American employees.  An inordinate amount of time is spent in meetings; in 25+ years in corporate America, I have never seen so much time wasted in meetings that accomplish nothing.  I also experienced more arrogance from senior management and French ex pats than I have ever encountered.  The rules simply did not apply to them.  Information and knowledge are not shared."
11-Jun-08, Employee,5.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW6665.htm,Astrium North America,"in Houston, TX",Recommend,CEO Approval,Business Outlook,"Family oriented, unparalleled benefits, excellent leadership, good rewards and recognition, small team environment.  Company believes in work/life balance.  Comp time is tracked and is treated as time you take off whenever you wish.  Company sponsors numerous external company events throughout the year to keep all of the employees and families involved and socially integrated.  Compensation is higher than most NASA contractors that I've worked for in the past.  Benefits are incredible.  Senior management is composed of people that are widely respected in their fields.",Working within NASA and ESA ever changing budgets.  Communication between small teams is very good now but could be even better.
19-Dec-15, Engineer,2.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW8961424.htm,Truth,"in Grand Prairie, TX",Recommend,CEO Approval,Business Outlook,"The company has since renamed itself from American Eurocpoter to Airbus Helicopters, Inc. - A part of Airbus Group.

*****

Medical Insurance was great. That was about it.

FYI:
-Your ""base"" salary will be lowered if you decide to purchase an extra week of vacation

-Annual bonus at end of year

-Merit raises here are higher than other companies in same industry","-Low pay, less vacation/personal time vs other companies in same industry.

-90% of the people here were hard to work with, disrespectful, inexperienced, and worthless. Nobody has that technical capability or knowledge, especially of the products they build everyday.

-If the company pushes strongly for healthier lives, then ban smoking on the premises.

-A lot of other unprofessional activities that shall not be spoken about...

-Bottom line - If you are young out of college, I highly recommend going to other companies. The experience you gain here (or lack thereof) will not get you anywhere and will not prepare you for opportunities elsewhere."
8-Feb-16, Anonymous Employee,3.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW9494724.htm,Meaningful Potential,,Recommend,CEO Approval,Business Outlook,"As a leader in 911 call taking solutions, Airbus DS Communications has a crucial role in public safety. Your work here matters. And (mostly) our customers know that we're going to get the job done, support them well, and listen. Personally, I've met some great folks here - very willing and very helpful as you develop your potential.","The company is owned by Airbus which has publicly stated that they're selling this entity. While it doesn't impact employees day to day, it is a cloud of uncertainty. I think there is concern that being ""for sale"" gives us a short term focus. Longer term strategic needs don't appear to be resourced well enough. Appears that often decisions on what to develop or support are driven by what has been sold to a given account vs what is most important for the viability of the company and the needs of the market."
28-Aug-13,,2.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW2985549.htm,"Great ideas, intelligent employees, but they just need a little more rope","in Temecula, CA",Recommend,CEO Approval,Business Outlook,"A really relaxed, laid back ""office"" atmosphere. Employees regularly wore shorts and t-shirts to work and can seamlessly work from home whenever they felt like it. Some very smart project managers and business knowledge at the middle level management. Uses all sources of technology from MS to open source, depending on the project.","Uses all sources of technology from MS to open source. This is really a Microsoft development shop. Old products in use for years that need to be replaced but no one can finish new projects, patches, or updates. Drowning in their own faults. Absolutely no communication. Old employees run the underground here. If you ain't one of them, you ain't going to be happy here."
5-Jul-13, Marketing Specialist,3.0,"Former Employee, more than 3 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW2795440.htm,So much potential wasted,"in Temecula, CA",Recommend,CEO Approval,Business Outlook,"Terrific products
Huge market share (tho this is changing due to mismanagement and uncertainty after acquisition)
SOME very intelligent employees","Foreign owners have no knowledge of US market
Old boy network in place - if you were here in the family-owned days you get preferential treatment
Male-oriented industry can be frustrating
Difficulty integrating acquisition companies into the main entity
The P25 radio employees are jerks and often get preferential treatment 
Management has quarterly all-hands meetings that are too long and of little interest to most employees
Management pays no attention to the results of employee surveys"
17-Jan-16, Anonymous Employee,5.0,"Current Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW9229914.htm,Fantastic Organization,"in Herndon, VA",Recommend,CEO Approval,Business Outlook,"diverse work environment, intelligent and interesting people, challenging work environment, great benefits, training and personal development, employee engagement, great events!",Can be very political and get the sense that sometimes you can't get anything done because of the overwhelming concern about making decisions.
29-Oct-14, Anonymous Employee,2.0,"Current Employee, more than 5 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW5269813.htm,"At Airbus Defence and Space in Mobile, AL the Management is occupied by those with longevity.","in Mobile, AL",Recommend,CEO Approval,Business Outlook,Most employees are hard working and dedicated.,"Human resource department has an agenda, and totally lacks good management, leadership or human resource skills.  It is detrimental to every department and ultimately effects the customers. 

The supply department is chaotic.  Too many supervisors and not enough workers.

In the last year the company has imported managers from Spain.  These people are taking jobs away from qualified Americans.  The management of the company is slightly better, especially for the Spanish-speaking employees, but there are thousands of qualified Americans that could do these jobs if they had a good Human Resource Department."
9-Nov-16, Senior Design Specialist,5.0,"Former Employee, less than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW12613233.htm,Good place to work.,"in Wichita, KS",Recommend,CEO Approval,Business Outlook,I found Airbus to be a great place to work. I was always treated as a valued member of a team. The competency level of my peers was of the highest level. The management team was great to work for and provided good two-way communication with the subordinates. The facility was the best I've ever experienced. The benefits package was also the best I've ever been provided with.,I really do not have any negative comments to make regarding my time there.
15-Jan-16, Anonymous Employee,5.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW9213817.htm,Airbus Americas,,Recommend,CEO Approval,Business Outlook,"The people, the culture, the genuine care for people's wellbeing.  Benefits are amazing, work is challenging, individuals can make a real difference.","The biggest down side is the absolute confusion over the most recent restructuring, combining Airbus Americas and Airbus Group in the support areas. All it has done is to add red-tape and unnecessary hierarchy, it certainly has slowed the decision making process down. Now we can't move for red tape."
28-Mar-17," Senior Director, Commercial Sales",5.0,"Current Employee, more than 3 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW14376208.htm,Global Company and Industry leader in commercial and military rotorcraft manufacturing and support business.,"in Plano, TX",Recommend,CEO Approval,Business Outlook,"Global leader with excellent benefits. In North America, Maintain over 50% market share annually. Manufacturing over 70 aircraft and supporting the North American fleet exceeding 2000 fielded aircraft.",Large company with challenges to change culture and  behavior quickly. Internal processes often more difficult than customer driven challenges. Poor Human Resources department.
7-Jan-14, Anonymous Employee,4.0,"Current Employee, more than 10 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW3503267.htm,"Great company, great people for the most part. good heritage, very ethical.",,Recommend,CEO Approval,Business Outlook,"Great energy, drive, and core people. Strongly committed to the industry, to customers and to idea of public safety. A company on the rebound that has shown a willingness lately to listen to employee ideas. The intro of new CEO in last few years has really helped. Solid products that work. Lots of big ideas and creativity currently running through the company's veins.",With exception of CEO and one or two others the company has a very weak executive management team. New blood needed to take company to next level. Software development and product management are abysmal -- continually late in delivering products and late to the market in general with no apparent accountability or end in sight. Struggle to make decisions. Struggle with change necessary to grow business.
18-Mar-18, Manager,2.0,"Current Employee, more than 10 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW19746438.htm,Lack of concern for employees careers has left me wondering,"in Grand Prairie, TX",Recommend,CEO Approval,Business Outlook,Very little management over site when it comes to even the most complicated tasks.  All employees are welcome to do things how they see fit.,"No training, no career progression, no real performance reviews, everything is just a block to be checked because HR says we have too.  Could be great with more innovative mangers and some sort of direction."
